273,293,283,0.93174,0.96466
293,335,314,0.87463,0.93312
335,305,320,1.0984,1.0469
305,285,295,1.0702,1.0339
285,284,284.5,1.0035,1.0018
284,288,286,0.98611,0.99301
288,276,282,1.0435,1.0213
276,294,285,0.93878,0.96842
294,301,297.5,0.97674,0.98823
301,308,304.5,0.97727,0.98851
308,292,300,1.0548,1.0267
292,292,292,1,1
292,289,290.5,1.0104,1.0052
289,267,278,1.0824,1.0396
267,278,272.5,0.96043,0.97982
278,286,282,0.97203,0.98582
286,336,311,0.85119,0.91961
336,341,338.5,0.98534,0.99261
341,302,321.5,1.1291,1.0607
302,214,258,1.4112,1.1705
336,188,262,1.7872,1.2824
374,218,296,1.7156,1.2635
410,201,305.5,2.0398,1.3421
368,188,278,1.9574,1.3237
349,199,274,1.7538,1.2737
374,206,290,1.8155,1.2897
388,208,298,1.8654,1.302
350,188,269,1.8617,1.3011
355,193,274,1.8394,1.2956
384,216,300,1.7778,1.28
412,309,360.5,1.3333,1.1429
309,299,304,1.0334,1.0164
299,275,287,1.0873,1.0418
275,287,281,0.95819,0.97865
287,322,304.5,0.8913,0.94253
322,341,331.5,0.94428,0.97134
341,331,336,1.0302,1.0149
331,329,330,1.0061,1.003
329,293,311,1.1229,1.0579
293,275,284,1.0655,1.0317
275,290,282.5,0.94828,0.97345
290,348,319,0.83333,0.90909
348,375,361.5,0.928,0.96266
375,345,360,1.087,1.0417
345,290,317.5,1.1897,1.0866
290,281,285.5,1.032,1.0158
281,286,283.5,0.98252,0.99118
286,316,301,0.90506,0.95017
316,366,341,0.86339,0.92669
366,328,347,1.1159,1.0548
435,283,359,1.5371,1.2117
283,286,284.5,0.98951,0.99473
286,209,247.5,1.3684,1.1556
592,373,482.5,1.5871,1.2269
373,316,344.5,1.1804,1.0827
316,271,293.5,1.1661,1.0767
271,289,280,0.93772,0.96786
289,309,299,0.93527,0.96656
309,320,314.5,0.96562,0.98251
320,233,276.5,1.3734,1.1573
424,318,371,1.3333,1.1429
318,290,304,1.0966,1.0461
290,184,237,1.5761,1.2236
396,206,301,1.9223,1.3156
432,311,371.5,1.3891,1.1629
311,313,312,0.99361,0.99679
313,287,300,1.0906,1.0433
287,282,284.5,1.0177,1.0088
282,282,282,1,1
282,302,292,0.93378,0.96575
302,337,319.5,0.89614,0.94523
337,332,334.5,1.0151,1.0075
332,334,333,0.99401,0.997
334,279,306.5,1.1971,1.0897
279,282,280.5,0.98936,0.99465
282,285,283.5,0.98947,0.99471
285,299,292,0.95318,0.97603
299,318,308.5,0.94025,0.96921
318,305,311.5,1.0426,1.0209
305,213,259,1.4319,1.1776
375,287,331,1.3066,1.1329
287,295,291,0.97288,0.98625
295,299,297,0.98662,0.99327
299,305,302,0.98033,0.99007
305,303,304,1.0066,1.0033
303,205,254,1.478,1.1929
388,183,285.5,2.1202,1.359
379,291,335,1.3024,1.1313
291,299,295,0.97324,0.98644
299,200,249.5,1.495,1.1984
437,217,327,2.0138,1.3364
387,187,287,2.0695,1.3484
383,209,296,1.8325,1.2939
437,247,342,1.7692,1.2778
414,207,310.5,2,1.3333
378,233,305.5,1.6223,1.2373
465,263,364,1.7681,1.2775
446,211,328.5,2.1137,1.3577
369,201,285,1.8358,1.2947
467,271,369,1.7232,1.2656
459,239,349,1.9205,1.3152
411,346,378.5,1.1879,1.0859
346,434,390,0.79724,0.88718
434,411,422.5,1.056,1.0272
411,353,382,1.1643,1.0759
353,322,337.5,1.0963,1.0459
322,305,313.5,1.0557,1.0271
305,314,309.5,0.97134,0.98546
314,373,343.5,0.84182,0.91412
373,392,382.5,0.95153,0.97516
392,339,365.5,1.1563,1.0725
339,306,322.5,1.1078,1.0512
306,303,304.5,1.0099,1.0049
303,318,310.5,0.95283,0.97584
318,321,319.5,0.99065,0.99531
321,344,332.5,0.93314,0.96541
344,243,293.5,1.4156,1.1721
426,208,317,2.0481,1.3438
372,231,301.5,1.6104,1.2338
377,312,344.5,1.2083,1.0943
312,331,321.5,0.9426,0.97045
331,321,326,1.0312,1.0153
321,299,310,1.0736,1.0355
299,271,285,1.1033,1.0491
271,285,278,0.95088,0.97482
285,299,292,0.95318,0.97603
299,297,298,1.0067,1.0034
297,324,310.5,0.91667,0.95652
324,319,321.5,1.0157,1.0078
319,301,310,1.0598,1.029
301,271,286,1.1107,1.0524
271,198,234.5,1.3687,1.1557
396,209,302.5,1.8947,1.3091
425,205,315,2.0732,1.3492
405,285,345,1.4211,1.1739
285,286,285.5,0.9965,0.99825
286,225,255.5,1.2711,1.1194
416,324,370,1.284,1.1243
324,304,314,1.0658,1.0318
304,312,308,0.97436,0.98701
312,305,308.5,1.023,1.0113
305,206,255.5,1.4806,1.1937
358,282,320,1.2695,1.1187
282,289,285.5,0.97578,0.98774
289,290,289.5,0.99655,0.99827
290,223,256.5,1.3004,1.1306
360,268,314,1.3433,1.1465
268,267,267.5,1.0037,1.0019
267,203,235,1.3153,1.1362
402,332,367,1.2108,1.0954
332,328,330,1.0122,1.0061
328,291,309.5,1.1271,1.0598
291,276,283.5,1.0543,1.0265
276,191,233.5,1.445,1.182
369,221,295,1.6697,1.2508
450,339,394.5,1.3274,1.1407
339,301,320,1.1262,1.0594
301,278,289.5,1.0827,1.0397
278,287,282.5,0.96864,0.98407
287,308,297.5,0.93182,0.96471
308,374,341,0.82353,0.90323
374,330,352,1.1333,1.0625
330,323,326.5,1.0217,1.0107
323,308,315.5,1.0487,1.0238
308,290,299,1.0621,1.0301
290,298,294,0.97315,0.9864
298,349,323.5,0.85387,0.92117
349,294,321.5,1.1871,1.0855
400,334,367,1.1976,1.0899
334,319,326.5,1.047,1.023
319,295,307,1.0814,1.0391
295,316,305.5,0.93354,0.96563
316,341,328.5,0.92669,0.96195
341,360,350.5,0.94722,0.9729
360,314,337,1.1465,1.0682
314,318,316,0.98742,0.99367
318,297,307.5,1.0707,1.0341
297,285,291,1.0421,1.0206
285,210,247.5,1.3571,1.1515
407,349,378,1.1662,1.0767
349,339,344,1.0295,1.0145
339,309,324,1.0971,1.0463
309,276,292.5,1.1196,1.0564
276,277,276.5,0.99639,0.99819
277,302,289.5,0.91722,0.95682
302,296,299,1.0203,1.01
296,266,281,1.1128,1.0534
399,303,351,1.3168,1.1368
303,279,291,1.086,1.0412
279,272,275.5,1.0257,1.0127
272,301,286.5,0.90365,0.94939
301,320,310.5,0.94063,0.9694
320,354,337,0.90395,0.94956
354,262,308,1.3511,1.1494
382,283,332.5,1.3498,1.1489
283,280,281.5,1.0107,1.0053
280,294,287,0.95238,0.97561
294,336,315,0.875,0.93333
336,343,339.5,0.97959,0.98969
343,327,335,1.0489,1.0239
327,304,315.5,1.0757,1.0365
304,299,301.5,1.0167,1.0083
299,197,248,1.5178,1.2056
378,201,289.5,1.8806,1.3057
411,309,360,1.3301,1.1417
309,303,306,1.0198,1.0098
303,193,248,1.5699,1.2218
345,289,317,1.1938,1.0883
289,284,286.5,1.0176,1.0087
284,319,301.5,0.89028,0.94196
319,347,333,0.91931,0.95796
347,337,342,1.0297,1.0146
337,281,309,1.1993,1.0906
281,264,272.5,1.0644,1.0312
264,195,229.5,1.3538,1.1503
390,221,305.5,1.7647,1.2766
447,343,395,1.3032,1.1316
343,289,316,1.1869,1.0854
289,270,279.5,1.0704,1.034
270,311,290.5,0.86817,0.92943
311,230,270.5,1.3522,1.1497
435,312,373.5,1.3942,1.1647
312,323,317.5,0.96594,0.98268
323,278,300.5,1.1619,1.0749
278,271,274.5,1.0258,1.0128
271,294,282.5,0.92177,0.95929
294,307,300.5,0.95766,0.97837
307,342,324.5,0.89766,0.94607
342,333,337.5,1.027,1.0133
333,361,347,0.92244,0.95965
361,356,358.5,1.014,1.007
356,304,330,1.1711,1.0788
304,307,305.5,0.99023,0.99509
307,334,320.5,0.91916,0.95788
334,354,344,0.9435,0.97093
354,343,348.5,1.0321,1.0158
343,280,311.5,1.225,1.1011
425,306,365.5,1.3889,1.1628
306,310,308,0.9871,0.99351
310,334,322,0.92814,0.96273
334,357,345.5,0.93557,0.96671
357,335,346,1.0657,1.0318
335,328,331.5,1.0213,1.0106
328,294,311,1.1156,1.0547
294,295,294.5,0.99661,0.9983
295,292,293.5,1.0103,1.0051
292,309,300.5,0.94498,0.97171
309,319,314,0.96865,0.98408
319,300,309.5,1.0633,1.0307
300,289,294.5,1.0381,1.0187
289,285,287,1.014,1.007
285,297,291,0.9596,0.97938
297,219,258,1.3562,1.1512
414,307,360.5,1.3485,1.1484
307,291,299,1.055,1.0268
291,286,288.5,1.0175,1.0087
286,292,289,0.97945,0.98962
292,291,291.5,1.0034,1.0017
291,299,295,0.97324,0.98644
299,322,310.5,0.92857,0.96296
322,299,310.5,1.0769,1.037
299,301,300,0.99335,0.99667
301,301,301,1,1
301,292,296.5,1.0308,1.0152
292,207,249.5,1.4106,1.1703
366,242,304,1.5124,1.2039
396,316,356,1.2532,1.1124
316,310,313,1.0194,1.0096
310,279,294.5,1.1111,1.0526
279,277,278,1.0072,1.0036
277,279,278,0.99283,0.9964
279,307,293,0.9088,0.95222
307,309,308,0.99353,0.99675
309,317,313,0.97476,0.98722
317,290,303.5,1.0931,1.0445
290,277,283.5,1.0469,1.0229
277,274,275.5,1.0109,1.0054
274,286,280,0.95804,0.97857
286,317,301.5,0.90221,0.94859
317,320,318.5,0.99062,0.99529
320,302,311,1.0596,1.0289
302,289,295.5,1.045,1.022
289,203,246,1.4236,1.1748
393,307,350,1.2801,1.1229
307,298,302.5,1.0302,1.0149
298,326,312,0.91411,0.95513
326,312,319,1.0449,1.0219
312,195,253.5,1.6,1.2308
404,290,347,1.3931,1.1643
290,302,296,0.96027,0.97973
302,290,296,1.0414,1.0203
290,319,304.5,0.90909,0.95238
319,321,320,0.99377,0.99687
321,217,269,1.4793,1.1933
374,186,280,2.0108,1.3357
380,299,339.5,1.2709,1.1193
299,317,308,0.94322,0.97078
317,341,329,0.92962,0.96353
341,313,327,1.0895,1.0428
313,295,304,1.061,1.0296
295,261,278,1.1303,1.0612
261,284,272.5,0.91901,0.9578
284,326,305,0.87117,0.93115
326,308,317,1.0584,1.0284
308,309,308.5,0.99676,0.99838
309,299,304,1.0334,1.0164
299,293,296,1.0205,1.0101
293,263,278,1.1141,1.054
263,273,268,0.96337,0.98134
273,314,293.5,0.86943,0.93015
314,323,318.5,0.97214,0.98587
323,315,319,1.0254,1.0125
315,297,306,1.0606,1.0294
297,302,299.5,0.98344,0.99165
302,294,298,1.0272,1.0134
294,278,286,1.0576,1.028
278,278,278,1,1
278,307,292.5,0.90554,0.95043
307,306,306.5,1.0033,1.0016
306,290,298,1.0552,1.0268
290,194,242,1.4948,1.1983
405,267,336,1.5169,1.2054
267,263,265,1.0152,1.0075
263,279,271,0.94265,0.97048
279,325,302,0.85846,0.92384
325,307,316,1.0586,1.0285
307,307,307,1,1
307,277,292,1.1083,1.0514
277,264,270.5,1.0492,1.024
264,269,266.5,0.98141,0.99062
269,273,271,0.98535,0.99262
273,301,287,0.90698,0.95122
301,340,320.5,0.88529,0.93916
340,317,328.5,1.0726,1.035
317,295,306,1.0746,1.0359
295,282,288.5,1.0461,1.0225
